,content_id
6593,18473
306,18432
831,18420
5175,18416
3999,18404
1118,18400
633,18395
4826,18392
77,18388
7978,18376
1212,18368
6126,18337
5190,18324
6260,18309
6070,18301
100,18284
173,18278
1389,18276
4402,18269
5322,18243
6785,18231
6788,18231
6786,18230
6787,18229
6132,18225
9758,18209
954,18208
282,18194
5286,18162
5153,18161
4388,18149
6442,18124
1360,18120
6001,18113
710,18106
6918,18097
5705,18097
4482,18096
6916,18096
6917,18096
6919,18092
791,18073
4228,18063
8257,18061
215,18057
8501,18028
4236,18012
435,17993
21887,17988
711,17988
5677,17987
3941,17966
7908,17947
5218,17937
5434,17936
5085,17930
6414,17929
5562,17900
218,17899
439,17896
1873,17892
1871,17890
1318,17887
1872,17885
5700,17870
10852,17845
1170,17830
505,17825
4491,17807
1326,17806
383,17806
1915,17796
1914,17790
1913,17787
6310,17744
407,17719
1144,17706
5994,17699
1161,17699
6764,17689
6763,17689
6762,17687
1729,17663
1727,17663
1728,17663
6360,17642
768,17615
4497,17606
4058,17606
488,17605
730,17603
4128,17595
5328,17559
740,17547
3577,17547
744,17538
546,17529
934,17522
5001,17518
1392,17507
6368,17502
2588,17500
2587,17492
2589,17492
1798,17464
6902,17463
6903,17462
6900,17461
6374,17460
6901,17458
1796,17458
1797,17456
319,17456
1253,17411
6145,17393
5008,17392
334,17390
5621,17388
5172,17378
6031,17377
260,17361
4764,17345
4970,17338
3868,17332
4409,17326
880,17325
7956,17322
5681,17319
4021,17308
4422,17302
357,17291
9276,17286
139,17277
3940,17276
7939,17273
1071,17270
1364,17264
4691,17259
7944,17258
6806,17249
6807,17247
424,17244
6805,17242
4435,17233
1106,17232
1069,17228
5268,17206
6094,17202
6257,17200
6018,17187
6819,17167
6818,17167
6820,17167
6817,17167
7968,17150
866,17148
1238,17147
4005,17140
3113,17139
5653,17117
2002,17113
2000,17113
2001,17113
980,17097
3599,17089
184,17054
6755,17045
6753,17042
322,17042
821,17041
6572,17041
6571,17038
6569,17038
6754,17036
6756,17035
6570,17034
1204,17001
10447,16990
3981,16982
248,16978
6426,16958
4791,16952
2176,16942
6747,16941
5345,16939
7402,16938
7401,16938
6746,16937
7404,16936
7405,16936
5618,16936
7403,16935
6745,16934
2175,16931
2174,16931
6748,16930
24,16921
3309,16907
3311,16906
3310,16905
995,16899
1519,16863
1518,16863
1517,16863
1310,16861
4260,16860
496,16859
7924,16846
37,16832
4216,16815
1294,16812
6927,16795
6925,16793
6926,16790
1285,16789
6924,16788
5676,16785
6249,16782
3984,16782
142,16773
3950,16767
5952,16763
2278,16742
7744,16741
7748,16740
7745,16739
7747,16739
7746,16739
1748,16708
1749,16708
1750,16708
2373,16708
8489,16706
2372,16703
2371,16700
164,16699
6670,16697
5602,16670
5259,16665
384,16664
1049,16654
250,16653
14443,16650
698,16650
385,16647
956,16631
5096,16627
6067,16625
1362,16622
1473,16620
1472,16619
1474,16619
3873,16619
4025,16614
8262,16609
153,16607
828,16596
640,16589
2095,16587
2094,16586
2093,16586
7,16585
4725,16580
697,16558
611,16552
4500,16523
595,16520
4489,16518
1639,16490
1638,16490
1637,16490
1176,16486
822,16461
910,16446
5672,16446
5272,16444
1113,16442
220,16431
6450,16421
3973,16418
1321,16418
5318,16417
1478,16413
1480,16413
1479,16413
1080,16394
6616,16380
6614,16376
7888,16375
6791,16375
6613,16370
6790,16370
85,16369
6792,16367
6789,16367
4537,16366
6615,16363
1068,16354
814,16342
6003,16337
5240,16329
5610,16313
1303,16306
1524,16304
1525,16304
1523,16304
4003,16300
498,16298
1407,16285
1408,16285
1406,16285
7897,16284
1738,16270
1737,16269
1736,16269
1108,16256
474,16254
6590,16249
367,16246
6589,16242
6591,16239
6592,16237
6809,16235
259,16230
6812,16228
6811,16224
234,16222
6810,16221
3261,16217
6600,16214
6598,16214
6599,16214
6597,16212
6649,16210
1051,16205
3262,16205
3263,16201
2073,16187
2074,16187
7969,16187
2072,16187
5984,16186
3776,16168
2243,16148
2242,16147
2244,16147
522,16118
2008,16102
2007,16102
2006,16102
1424,16095
1425,16095
1426,16095
510,16090
489,16089
6253,16064
4475,16050
1185,16037
5675,16027
5331,16023
4728,16008
490,16000
2081,15992
2082,15992
2083,15992
6832,15983
6831,15977
6830,15973
6829,15972
559,15970
1125,15963
872,15961
1078,15950
4689,15915
5987,15909
9083,15906
392,15891
6252,15887
5594,15878
1475,15875
1476,15875
1477,15874
6669,15874
8976,15850
3348,15845
3350,15844
3349,15841
4682,15831
540,15830
1248,15825
889,15823
170,15818
6405,15810
564,15781
736,15779
6496,15756
6494,15755
6495,15754
6493,15746
6136,15741
2131,15710
2130,15710
2129,15710
3969,15699
5460,15692
3865,15687
6250,15640
4608,15634
518,15634
2646,15617
2644,15612
2645,15611
3613,15607
6093,15605
1398,15599
6897,15580
6896,15575
6899,15571
6708,15569
6898,15569
847,15564
6706,15554
6707,15553
1457,15550
1458,15550
1459,15550
4678,15545
6705,15540
575,15532
6471,15506
6041,15504
5026,15489
6073,15477
3631,15455
1236,15453
7870,15449
7491,15447
7490,15447
7489,15446
3354,15445
7492,15444
3355,15444
7493,15443
3356,15441
661,15423
398,15412
176,15411
9488,15410
4789,15401
6033,15400
5976,15397
6583,15391
918,15388
6584,15387
457,15387
6581,15386
6582,15385
1052,15366
4370,15343
1251,15339
6083,15338
9477,15330
397,15328
6043,15324
4026,15323
419,15321
72,15305
5719,15289
295,15280
293,15279
278,15275
5282,15266
1189,15248
5690,15244
1338,15233
499,15216
10390,15210
6852,15209
6851,15206
6850,15206
6849,15205
5249,15197
642,15192
1353,15188
5836,15182
5584,15181
5961,15181
868,15177
720,15173
5344,15157
905,15156
1980,15148
7954,15145
1981,15143
9315,15142
1979,15136
340,15133
492,15129
14,15125
6410,15118
1786,15115
1784,15114
195,15114
1785,15111
917,15103
28621,15093
591,15075
1720,15075
389,15073
1719,15072
1718,15061
275,15055
6071,15050
1674,15045
1673,15043
1675,15040
703,15040
9306,15038
6568,15037
6567,15034
6566,15029
6565,15029
462,15027
643,15020
8458,15013
4407,15000
684,14990
3749,14968
63,14953
751,14951
5971,14950
3725,14949
9097,14947
7967,14945
5385,14933
1101,14921
25843,14915
1501,14900
10457,14898
8461,14892
5188,14866
4056,14858
1200,14844
873,14843
1329,14841
332,14838
381,14831
7976,14830
8632,14826
5597,14814
350,14811
5332,14788
1584,14778
316,14775
1583,14771
1585,14770
5583,14765
6247,14741
8198,14736
1191,14731
3069,14729
3070,14728
3071,14727
477,14720
5714,14709
326,14707
6099,14705
10409,14705
401,14700
6836,14697
6833,14691
6834,14691
6835,14691
6022,14686
707,14685
1255,14671
1378,14669
6653,14664
793,14658
1247,14649
6400,14636
515,14635
1056,14628
5880,14628
209,14611
6172,14603
502,14602
4985,14600
4994,14595
5169,14590
2667,14580
2249,14578
2666,14576
2248,14576
1604,14574
2665,14573
2250,14570
1148,14569
1165,14558
1613,14555
1615,14553
1614,14549
3244,14547
3243,14545
3245,14544
6062,14536
3728,14525
1751,14517
1753,14511
1752,14509
4748,14503
754,14497
59,14492
1758,14491
10518,14483
126,14482
1759,14482
10616,14479
825,14478
1757,14474
2285,14448
2284,14447
2286,14447
5258,14437
8643,14428
3977,14428
1274,14427
4094,14419
6729,14416
6730,14415
6732,14414
6731,14410
1302,14398
2722,14395
2723,14394
2724,14393
832,14393
1044,14388
690,14383
483,14375
6438,14368
5595,14362
8207,14342
9574,14326
6369,14305
1055,14303
4780,14278
6455,14278
1612,14264
1611,14263
1610,14255
131,14252
6848,14242
6847,14240
6845,14239
6846,14236
461,14230
3967,14228
685,14217
237,14213
608,14210
3727,14201
24985,14199
1107,14196
360,14194
354,14191
249,14179
3114,14178
3116,14177
3115,14176
4013,14159
9275,14153
5710,14151
1160,14142
1266,14137
1014,14133
1237,14121
338,14110
29579,14095
818,14090
6199,14079
5159,14071
500,14065
1350,14058
69,14057
5141,14053
2084,14052
4540,14051
4554,14046
4567,14032
5665,14021
309,14019
747,14019
6718,14018
6719,14013
6717,14009
6720,14008
5990,14008
545,14008
1062,14002
404,13999
5418,13991
3744,13988
200,13983
621,13979
4732,13978
870,13978
6164,13966
2861,13964
2860,13962
272,13960
5540,13958
1172,13925
1983,13923
1982,13919
1984,13916
5323,13915
5349,13914
6371,13897
4109,13895
1328,13895
1289,13894
374,13892
4265,13878
6633,13878
6635,13878
6634,13876
6636,13875
5606,13871
1341,13855
4384,13854
6783,13849
3872,13846
6782,13845
6784,13845
6781,13844
6604,13836
6603,13834
6601,13829
6602,13828
1011,13822
5017,13819
1391,13815
6419,13810
3769,13802
219,13794
979,13794
456,13786
400,13768
656,13767
8473,13762
896,13761
662,13759
1141,13755
579,13754
1210,13753
805,13749
10383,13746
6251,13744
5283,13738
1240,13735
393,13719
493,13718
6803,13692
387,13692
6804,13687
6802,13687
6801,13686
946,13680
6104,13677
6773,13673
6774,13673
6775,13673
576,13672
6776,13671
7391,13639
7392,13638
7393,13638
7395,13637
7394,13637
551,13632
174,13628
1374,13628
5253,13628
7090,13623
7091,13623
378,13622
7092,13622
7094,13621
7093,13621
5558,13617
704,13609
584,13606
2617,13586
2619,13584
8393,13582
2618,13582
5307,13582
5378,13571
808,13565
5571,13563
2586,13560
6361,13559
2584,13551
1169,13550
2585,13550
6976,13549
617,13549
6978,13548
6980,13548
6977,13548
6979,13548
1124,13537
3746,13520
5043,13506
3762,13500
269,13495
427,13489
4474,13484
3903,13483
914,13478
4188,13475
11386,13471
4782,13466
8470,13464
819,13464
1119,13460
4070,13452
6734,13450
6733,13450
3736,13444
1363,13443
6735,13442
6736,13442
2597,13431
2598,13429
5687,13427
2596,13426
4179,13424
5702,13410
3734,13408
835,13403
5979,13395
4566,13385
103,13383
202,13369
919,13369
2574,13366
2573,13364
1234,13363
2572,13363
6619,13359
649,13352
5389,13347
328,13337
5983,13329
390,13329
5362,13322
735,13320
941,13315
5590,13310
6712,13307
3078,13304
6711,13297
1032,13291
2119,13288
2118,13288
6710,13287
2117,13287
647,13274
7421,13273
7423,13270
7424,13270
7422,13269
7425,13269
6709,13268
1129,13265
1606,13262
1605,13262
5424,13261
10413,13259
604,13259
5228,13248
4763,13238
6140,13236
5336,13230
615,13222
7872,13207
6351,13188
9105,13183
958,13181
1188,13179
1006,13177
1311,13174
8398,13172
5045,13168
759,13112
78,13109
430,13105
9475,13097
688,13095
2387,13091
2388,13087
2386,13083
1104,13078
644,13076
24697,13074
494,13071
991,13070
22034,13069
2958,13056
2960,13056
2959,13052
476,13051
5954,13041
138,13040
4459,13025
7928,13019
6192,13015
861,13011
1272,12995
634,12992
2498,12984
2499,12979
2497,12976
9297,12964
212,12948
894,12942
5949,12941
1742,12936
6488,12933
1743,12933
6485,12931
4449,12930
6486,12930
1336,12930
6487,12930
1744,12926
8485,12920
1365,12920
7388,12916
7390,12916
7387,12916
7386,12916
7389,12916
1262,12912
22089,12900
8726,12897
1304,12889
9284,12889
7880,12886
6675,12885
875,12881
24908,12877
298,12869
874,12863
4292,12861
5960,12850
3255,12833
6186,12822
536,12811
1008,12807
1368,12801
60,12797
1288,12795
924,12789
798,12786
1095,12782
3148,12780
1218,12780
3147,12779
3149,12778
5787,12767
4777,12763
302,12763
280,12759
5070,12751
574,12739
4762,12738
9473,12738
305,12733
4854,12729
6617,12715
413,12713
6620,12708
712,12703
1348,12702
6618,12702
1152,12694
1337,12693
2751,12684
4737,12683
211,12682
2750,12680
2749,12679
10568,12679
1007,12677
1867,12675
1866,12674
1865,12669
1054,12664
2224,12663
6248,12654
6467,12651
2226,12651
2225,12644
7882,12643
4813,12640
6072,12637
5420,12633
993,12618
7851,12617
15430,12616
377,12604
5032,12589
10387,12582
465,12579
4839,12570
8502,12569
5709,12564
460,12556
2442,12551
361,12549
10415,12546
2441,12545
409,12544
6028,12544
1142,12543
2440,12543
9258,12536
6439,12535
5995,12533
6097,12524
3982,12510
908,12508
1227,12502
678,12501
807,12499
3979,12497
17326,12494
418,12489
370,12482
672,12476
5161,12476
7970,12471
5157,12462
4132,12461
8649,12454
555,12444
5989,12443
5544,12442
5009,12440
1349,12427
942,12426
5958,12417
4773,12413
1043,12411
4009,12406
3971,12397
2207,12396
771,12392
3774,12392
2208,12391
2206,12391
5604,12380
320,12368
9220,12359
7914,12347
1629,12344
5722,12343
1628,12342
1065,12341
1630,12341
841,12336
986,12333
4180,12332
4131,12326
31,12324
7884,12312
947,12307
410,12299
124,12295
6686,12284
1061,12283
857,12281
5833,12267
1025,12265
530,12258
86,12253
6628,12251
1242,12249
8622,12246
6625,12244
6626,12242
6627,12242
12472,12240
232,12237
2335,12236
2337,12235
2336,12235
111,12231
5487,12225
5205,12224
9923,12219
4787,12219
5430,12215
4829,12214
6359,12210
352,12207
4999,12196
2341,12195
2343,12192
2342,12191
5953,12189
769,12189
27339,12184
161,12178
887,12177
1175,12173
5557,12170
5591,12170
8175,12159
9245,12156
1009,12153
5004,12148
2872,12148
3791,12148
2873,12145
2871,12145
10421,12145
5039,12143
2540,12142
2541,12142
2539,12142
3978,12136
6651,12124
804,12121
5388,12121
5429,12119
5545,12117
659,12112
5133,12107
7873,12101
4536,12095
4723,12095
297,12094
6492,12085
6489,12084
6490,12083
6491,12082
5441,12079
653,12076
8653,12075
5191,12074
4012,12072
1235,12070
542,12062
4305,12060
813,12052
7936,12051
4461,12051
4444,12046
5432,12043
4299,12043
4068,12041
1228,12038
433,12032
10627,12019
5593,12016
8459,12011
1246,12009
3874,12004
907,12000
4726,11999
3645,11996
1358,11992
666,11979
737,11975
327,11975
286,11974
1088,11971
10002,11969
7858,11965
9232,11963
229,11955
308,11950
1035,11948
6461,11945
5999,11944
6752,11944
6751,11944
6750,11943
6749,11943
4376,11938
5071,11934
6012,11933
606,11933
1053,11932
5280,11931
245,11917
9478,11917
7008,11914
4683,11905
1366,11902
1347,11901
1030,11899
609,11891
4110,11889
4462,11880
7148,11880
7147,11879
7145,11879
7146,11879
4681,11879
7149,11878
1060,11877
1324,11873
1388,11866
231,11864
5885,11861
359,11859
6051,11857
1039,11857
4450,11857
636,11856
1618,11854
1617,11853
1616,11853
1333,11853
8645,11851
1735,11848
1733,11848
1734,11847
469,11844
4001,11840
837,11839
953,11834
1307,11831
1511,11830
1512,11830
2907,11830
1513,11830
2909,11829
265,11828
2908,11828
1050,11803
1004,11802
663,11802
10411,11801
337,11797
4558,11794
4187,11789
5245,11787
1273,11783
415,11778
331,11778
1213,11775
5412,11773
5568,11771
4380,11771
1345,11769
5419,11762
2205,11762
2203,11762
2204,11762
182,11760
3975,11756
274,11754
2592,11752
2591,11751
1156,11748
2590,11747
121,11745
458,11734
148,11731
225,11731
881,11729
1259,11727
5394,11724
5206,11724
1270,11718
5200,11718
7477,11717
266,11714
7865,11711
12638,11699
4030,11695
962,11693
741,11686
943,11685
333,11677
1187,11675
823,11672
5997,11672
5442,11670
443,11666
5397,11652
605,11647
10529,11646
709,11643
5518,11640
6827,11633
6828,11633
1163,11633
6826,11632
535,11632
6825,11631
815,11626
19744,11624
9780,11613
1173,11603
7877,11603
509,11602
5371,11600
5689,11594
429,11593
468,11587
345,11586
4420,11583
607,11575
694,11570
3773,11568
9133,11567
1384,11562
18186,11557
6690,11549
6691,11546
6692,11543
6689,11543
878,11539
5711,11533
6121,11525
6149,11524
586,11521
285,11519
2577,11506
8396,11503
2575,11497
2576,11495
5609,11487
3706,11483
5551,11482
4037,11482
5284,11474
9476,11467
5184,11460
524,11458
975,11452
865,11448
6644,11446
9261,11445
6642,11445
6641,11444
1136,11443
6643,11443
4215,11437
755,11434
944,11431
3698,11424
4772,11423
10523,11419
1879,11417
1878,11417
714,11415
1357,11415
1877,11410
2191,11410
2193,11408
2192,11405
3251,11391
3250,11390
10584,11389
3249,11388
8652,11388
1120,11387
789,11374
543,11372
3754,11357
5209,11354
27,11348
4368,11339
5992,11330
700,11320
5431,11308
21,11307
936,11306
743,11306
7958,11303
8455,11303
1033,11299
1040,11291
5214,11290
7779,11287
7775,11287
7778,11287
7777,11287
7776,11287
1230,11273
3478,11271
3477,11271
3479,11270
8647,11265
7934,11264
6057,11263
4410,11262
590,11246
163,11246
1325,11240
27022,11236
